"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","项目名称: Bilibili","0","项目模块: 搜索","1","0","接口url: https://api.bilibili.com/x/web-interface/wbi/search/all/v2?__refresh__=true&_extra=&context=&page=1&page_size=42&order=&duration=&from_source=&from_spmid=333.337&platform=pc&highlight=1&single_column=0&keyword=JKAI%E6%9D%B0%E5%87%AF&qv_id=Y9V1c9dxYPf7pyiU9kWoXFATpDNLn1Ag&ad_resource=5646&source_tag=3&web_location=1430654&w_rid=973f294a929c3226fce45a7d6865476c&wts=1724414473","0"
